time;latitude;longitude;depth;mag;magType;nst;gap;dmin;rms;net;id;updated;place;type;horizontalError;depthError;magError;magNst;status;locationSource;magSource
2012-11-22T18:01:10.390Z;-4.535;102.826;35.3;5.2;mb;123;56.2;;0.91;us;usp000jvym;2014-11-07T01:49:25.615Z;73 km SW of Pagar Alam, Indonesia;earthquake;;8.6;;52;reviewed;us;us
2012-11-09T19:59:45.990Z;0.886;97.464;22.1;5.2;mb;212;20.4;;0.94;us;usp000jv9m;2014-11-07T01:49:19.902Z;159 km SSW of Singkil, Indonesia;earthquake;;8.8;;124;reviewed;us;us
2012-10-29T02:22:44.500Z;0.88;98.381;58.9;5.4;mb;201;31.3;;0.9;us;usp000jupt;2014-11-07T01:49:11.191Z;105 km SSW of Sibolga, Indonesia;earthquake;;4.5;;89;reviewed;us;us
2012-10-17T19:38:55.810Z;1.265;97.229;32.6;5;mb;97;44.8;;1;us;usp000ju3s;2014-11-07T01:49:06.595Z;129 km SSW of Singkil, Indonesia;earthquake;;6.9;;36;reviewed;us;us
2012-09-18T03:23:45.840Z;-6.169;103.739;35;5.2;mb;269;60.1;;1.08;us;usp000jsgy;2014-11-07T01:48:52.584Z;187 km WSW of Bandar Lampung, Indonesia;earthquake;;;;61;reviewed;us;us
2012-08-04T11:24:15.010Z;4.857;96.296;36.5;5.3;mb;215;30.5;;1.12;us;usp000jpw2;2014-11-07T01:48:30.647Z;39 km S of Reuleuet, Indonesia;earthquake;;6.1;;107;reviewed;us;us
2012-07-29T14:21:18.430Z;-5.997;104.418;66.4;5.2;mb;297;57.3;;0.95;us;usp000jpm6;2014-11-07T01:48:25.095Z;112 km SW of Bandar Lampung, Indonesia;earthquake;;4.3;;65;reviewed;us;us
2012-07-18T04:33:59.330Z;-4.381;102.794;63.9;5.3;mb;328;18.5;;0.99;us;usp000jp55;2014-11-07T01:48:20.885Z;63 km SW of Pagar Alam, Indonesia (1);earthquake;;4;;84;reviewed;us;us
2012-07-07T14:26:03.850Z;-3.638;100.591;45;5;mb;39;187.9;;1.58;us;usp000jnqg;2014-11-07T01:48:17.006Z;186 km W of Bengkulu, Indonesia;earthquake;;14;;9;reviewed;us;us
2012-06-19T04:27:57.350Z;-2.921;100.99;55.7;5.1;mb;188;64.1;;1.04;us;usp000jmyh;2014-11-07T01:48:06.794Z;105 km SSW of Sungai Penuh, Indonesia;earthquake;;4.8;;45;reviewed;us;us
2012-05-27T03:50:21.760Z;-2.82;100.155;37.7;5.2;mb;198;41.2;;0.96;us;usp000jkz4;2014-11-07T01:47:53.774Z;161 km WSW of Sungai Penuh, Indonesia (1);earthquake;;5.7;;64;reviewed;us;us
2012-05-26T17:18:01.870Z;-4.9;103.03;60.2;5;mb;141;85.9;;0.94;us;usp000jkyg;2014-11-07T01:47:53.064Z;99 km SSW of Pagar Alam, Indonesia;earthquake;;4.3;;59;reviewed;us;us
2012-04-28T18:00:32.880Z;-3.338;100.439;7.4;5.3;mb;248;31.8;;1;us;usp000jjqw;2014-11-07T01:47:37.900Z;176 km SW of Sungai Penuh, Indonesia (1);earthquake;;2.7;;15;reviewed;us;us
2012-04-06T19:26:15.430Z;-3.346;100.452;10;5.1;mb;137;121.3;;0.82;us;usp000jhbc;2014-11-07T01:47:26.747Z;176 km SW of Sungai Penuh, Indonesia (2);earthquake;;;;51;reviewed;us;us
2012-03-28T08:54:16.230Z;-4.403;101.235;15.7;5.2;mb;208;49;;0.87;us;usp000jgwp;2014-11-07T01:47:20.045Z;132 km WSW of Bengkulu, Indonesia;earthquake;;9.8;;46;reviewed;us;us
2012-03-05T06:55:30.780Z;4.197;97.062;46.1;5.1;mb;147;34;;1.03;us;usp000jftd;2015-03-24T02:08:24.203Z;104 km E of Meulaboh, Indonesia;earthquake;;5.5;;61;reviewed;us;us
2012-02-24T14:13:02.420Z;-4.695;103.103;35;5;mb;86;79;;0.88;us;usp000jfat;2014-11-07T01:47:03.964Z;75 km SSW of Pagar Alam, Indonesia;earthquake;;;;28;reviewed;us;us
2012-01-30T13:20:35.830Z;2.072;96.647;40.3;5.2;mb;105;88.3;;0.8;us;usp000je63;2014-11-07T01:46:51.935Z;54 km SSE of Sinabang, Indonesia;earthquake;;5.2;;42;reviewed;us;us
2012-01-28T14:47:19.360Z;2.07;96.678;35;5.1;mb;90;83.6;;0.95;us;usp000je30;2014-11-07T01:46:51.275Z;56 km SE of Sinabang, Indonesia (1);earthquake;;;;37;reviewed;us;us
2012-01-13T20:03:46.820Z;2.405;96.273;39.6;5.1;mb;142;72.1;;0.94;us;usp000jdf0;2014-11-07T01:46:46.906Z;14 km SW of Sinabang, Indonesia;earthquake;;5.7;;74;reviewed;us;us
2012-01-05T23:14:49.120Z;-0.935;99.069;41.7;5.1;mb;106;49.3;;1;us;usp000jd3d;2014-11-07T01:46:43.938Z;122 km WSW of Pariaman, Indonesia;earthquake;;4.6;;42;reviewed;us;us
2012-01-01T18:09:06.460Z;4.547;96.419;35;5.2;mb;169;30.3;;1.07;us;usp000jcxt;2014-11-07T01:46:42.008Z;55 km NE of Meulaboh, Indonesia;earthquake;;;;53;reviewed;us;us
2011-12-22T19:21:20.600Z;0.032;97.225;26.4;5;mb;89;89.7;;0.87;us;usp000jcgq;2014-11-07T01:46:36.483Z;256 km SW of Sibolga, Indonesia;earthquake;;13.2;;29;reviewed;us;us
2011-11-22T19:10:50.690Z;-2.288;99.514;35;5.2;mb;70;181.7;;0.93;us;usp000jb9a;2014-11-07T01:46:23.958Z;175 km SSW of Padang, Indonesia;earthquake;;0;;21;reviewed;us;us
2011-10-12T08:59:53.850Z;-3.796;100.616;10;5;mb;123;58.2;;0.96;us;usp000j98n;2014-11-07T01:46:06.198Z;183 km W of Bengkulu, Indonesia;earthquake;;;;33;reviewed;us;us
2011-09-12T18:24:01.440Z;-6.269;103.836;51.1;5;mb;80;106.8;;1.1;us;usp000j7z4;2014-11-07T01:45:53.113Z;183 km WSW of Bandar Lampung, Indonesia;earthquake;;7.4;;25;reviewed;us;us
2011-08-13T20:22:11.920Z;-4.835;102.794;63.8;5;mb;174;37.4;;1.08;us;usp000j6e6;2014-11-07T01:45:36.299Z;102 km SSW of Pagar Alam, Indonesia;earthquake;;4.4;;73;reviewed;us;us
2011-07-05T19:09:12.510Z;1.402;97.062;27.2;5;mb;125;86.9;;0.81;us;usp000j46z;2014-11-07T01:45:17.175Z;126 km SW of Singkil, Indonesia;earthquake;;8.8;;63;reviewed;us;us
2011-06-21T16:25:09.030Z;-1.843;100.145;41.5;5.1;mb;102;57.2;;0.84;us;usp000j3hm;2014-11-07T01:45:08.785Z;101 km SSW of Padang, Indonesia;earthquake;;5.9;;35;reviewed;us;us
2011-05-24T23:29:35.240Z;-4.178;102.265;53.6;5;mb;166;27.1;;1.02;us;usp000j25s;2014-11-07T01:44:54.961Z;41 km S of Bengkulu, Indonesia;earthquake;;3.5;;38;reviewed;us;us
2011-05-24T08:11:10.960Z;-5.272;102.424;39.9;5;mb;112;94;;0.99;us;usp000j24h;2014-11-07T01:44:54.670Z;163 km S of Bengkulu, Indonesia (2);earthquake;;5.3;;36;reviewed;us;us
2011-03-03T04:30:15.770Z;-4.424;101.123;19.5;5.1;mb;112;54.6;;0.94;us;usp000hv9c;2014-11-07T01:43:50.846Z;144 km WSW of Bengkulu, Indonesia;earthquake;;10.9;;34;reviewed;us;us
2011-02-28T23:10:26.600Z;3.973;95.958;63.2;5;mb;121;77.7;;0.95;us;usp000hv6s;2014-11-07T01:43:45.335Z;26 km SW of Meulaboh, Indonesia (1);earthquake;;5.5;;50;reviewed;us;us
2011-02-25T22:08:37.720Z;-3.047;100.996;50.1;5.1;mb;88;68.1;;1.06;us;usp000hv2r;2014-11-07T01:43:43.933Z;118 km SSW of Sungai Penuh, Indonesia;earthquake;;5.8;;28;reviewed;us;us
2011-02-20T14:32:24.870Z;1.36;97.198;40.4;5.3;mb;138;45.3;;0.81;us;usp000hut6;2014-11-07T01:43:41.546Z;121 km SSW of Singkil, Indonesia (1);earthquake;;4.7;;52;reviewed;us;us
2011-01-15T11:45:17.630Z;2.369;96.269;10;5;mb;83;92.1;;0.79;us;usp000ht5m;2014-11-07T01:43:26.701Z;17 km SW of Sinabang, Indonesia;earthquake;;;;30;reviewed;us;us
2010-11-15T20:55:00.280Z;-3.112;101.266;58.9;5;mb;48;87.6;;0.74;us;usp000hpqd;2014-11-07T01:42:55.653Z;117 km S of Sungai Penuh, Indonesia;earthquake;;5.5;;13;reviewed;us;us
2010-10-31T12:23:39.810Z;-3.456;100.043;9.4;5.1;mb;88;65.1;;0.98;us;usp000hnue;2014-11-07T01:42:47.272Z;215 km SW of Sungai Penuh, Indonesia;earthquake;;14.4;;23;reviewed;us;us
2010-10-29T18:05:23.690Z;-3.423;99.648;5.1;5;mb;105;28.6;;1.07;us;usp000hnrw;2014-11-07T01:42:46.888Z;245 km SW of Sungai Penuh, Indonesia;earthquake;;15.1;;39;reviewed;us;us
2010-10-26T23:09:44.520Z;-3.783;99.623;11.9;5;mb;86;55.5;;0.79;us;usp000hnmz;2014-11-07T01:42:46.059Z;274 km SW of Sungai Penuh, Indonesia;earthquake;;17.9;;24;reviewed;us;us
2010-10-26T19:40:37.600Z;-3.597;99.789;4.9;5.1;mb;113;39.9;;1.02;us;usp000hnmt;2014-11-07T01:42:46.030Z;246 km SW of Sungai Penuh, Indonesia;earthquake;;14.2;;39;reviewed;us;us
2010-10-26T11:33:21.990Z;-2.494;99.918;31.6;5.2;mb;96;32.8;;1.03;us;usp000hnma;2014-11-07T01:42:45.991Z;170 km WSW of Sungai Penuh, Indonesia;earthquake;;;;35;reviewed;us;us
2010-10-26T03:28:28.760Z;-3.262;100.261;10;5;mb;63;143.9;;0.87;us;usp000hnkk;2014-11-07T01:42:45.741Z;183 km SW of Sungai Penuh, Indonesia;earthquake;;;;16;reviewed;us;us
2010-10-25T23:12:58.040Z;-3.411;99.476;10;5;mb;51;80.9;;1.15;us;usp000hnk8;2014-11-07T01:42:45.679Z;260 km SW of Sungai Penuh, Indonesia;earthquake;;;;7;reviewed;us;us
2010-10-25T22:10:03.030Z;-2.809;100.093;18.9;5;mb;77;83.8;;0.86;us;usp000hnk3;2014-11-07T01:42:45.623Z;166 km WSW of Sungai Penuh, Indonesia;earthquake;;3.3;;25;reviewed;us;us
2010-10-25T19:39:27.300Z;-2.963;100.504;31.8;5.7;mb;31;170.8;;0.63;us;usp000hnjt;2020-09-21T17:03:57.556Z;140 km SW of Sungai Penuh, Indonesia;earthquake;;33.4;;8;reviewed;us;us
2010-10-25T15:21:12.020Z;-3.414;99.938;25.6;5;mb;86;30.7;;1.02;us;usp000hnja;2014-11-07T01:42:45.514Z;220 km SW of Sungai Penuh, Indonesia;earthquake;;;;18;reviewed;us;us
2010-08-14T13:37:53.050Z;-3.953;100.574;35;5;mb;42;143.9;;1.29;us;usp000hj58;2014-11-07T01:42:14.478Z;188 km W of Bengkulu, Indonesia;earthquake;;;;12;reviewed;us;us
2010-07-24T15:17:50.590Z;-1.348;99.533;35;5;mb;73;28.7;;0.84;us;usp000hgpz;2015-03-24T02:38:15.713Z;101 km WSW of Padang, Indonesia;earthquake;;;;23;reviewed;us;us
2010-07-24T02:11:25.650Z;0.997;99.541;42;5.3;mb;200;21.4;;0.99;us;usp000hgn1;2015-05-13T18:53:58.000Z;51 km SE of Padangsidempuan, Indonesia;earthquake;;4.4;;71;reviewed;us;us
2010-07-23T14:34:13.250Z;-4.533;102.451;35;5.1;mb;121;64.5;;1.23;us;usp000hgkk;2014-11-07T01:41:59.586Z;83 km SSE of Bengkulu, Indonesia (2);earthquake;;;;33;reviewed;us;us
2010-07-21T22:25:32.490Z;-5.001;101.131;25.7;5.2;mb;145;44;;1.02;us;usp000hgd2;2014-11-07T01:41:58.420Z;182 km SW of Bengkulu, Indonesia;earthquake;;2.3;;40;reviewed;us;us
2010-07-13T22:21:05.270Z;1.369;97.182;42.9;5;mb;81;60.8;;0.75;us;usp000hf8f;2014-11-07T01:41:53.044Z;121 km SSW of Singkil, Indonesia (2);earthquake;;5;;38;reviewed;us;us
2010-07-09T10:13:38.760Z;-6.04;105.495;67.6;5.1;mb;68;28.2;;1.38;us;usp000hf2a;2014-11-07T01:41:51.651Z;52 km NW of Labuan, Indonesia;earthquake;;6.8;;14;reviewed;us;us
2010-04-12T20:33:29.640Z;2.383;97.205;57;5;mb;82;151.9;;0.76;us;usp000hb9j;2014-11-07T01:41:15.671Z;65 km W of Singkil, Indonesia;earthquake;;6.1;;32;reviewed;us;us
2010-04-07T04:22:15.930Z;2.63;96.928;35;5.1;mb;89;63.7;;0.91;us;usp000hau4;2014-11-07T01:41:13.344Z;63 km ENE of Sinabang, Indonesia;earthquake;;;;49;reviewed;us;us
2010-04-06T23:35:38.230Z;1.911;96.721;28.1;5.1;mb;92;35.6;;0.95;us;usp000hat7;2015-03-24T01:07:25.734Z;73 km SSE of Sinabang, Indonesia;earthquake;;12.3;;21;reviewed;us;us
2010-04-06T22:54:06.000Z;2.346;97.17;35;5.3;mb;116;142.7;;0.79;us;usp000hat4;2015-03-24T02:39:43.735Z;69 km W of Singkil, Indonesia;earthquake;;;;43;reviewed;us;us
2010-03-05T16:09:29.920Z;-3.758;100.943;35;5.4;mb;65;97.5;;0.74;us;usp000h8s4;2014-11-07T01:40:56.214Z;146 km W of Bengkulu, Indonesia;earthquake;;;;12;reviewed;us;us
2010-02-28T12:13:27.860Z;2.112;99.015;58.1;5.1;mb;121;65.9;;1.05;us;usp000h87a;2015-03-24T02:19:19.966Z;48 km NNE of Sibolga, Indonesia;earthquake;;6.4;;52;reviewed;us;us
2010-02-10T00:48:44.500Z;1.522;97.063;30.9;5;mb;82;82.7;;0.94;us;usp000h74g;2014-11-07T01:40:41.442Z;116 km SW of Singkil, Indonesia;earthquake;;3.6;;47;reviewed;us;us
2009-12-19T13:43:57.260Z;2.675;96.062;43.9;5.5;mb;133;27.7;;0.86;us;usp000h56h;2020-09-21T16:25:03.524Z;41 km WNW of Sinabang, Indonesia;earthquake;;7;;61;reviewed;us;us
2009-11-12T12:53:06.130Z;-5.869;104.276;50.3;5;mb;60;102;;1.08;us;usp000h3zn;2014-11-07T01:40:06.117Z;119 km WSW of Bandar Lampung, Indonesia;earthquake;;2.1;;25;reviewed;us;us
2009-11-12T04:06:55.640Z;0.347;98.418;52.1;5;mb;39;128;;1.36;us;usp000h3z6;2014-11-07T01:40:06.070Z;148 km SW of Padangsidempuan, Indonesia;earthquake;;4.2;;16;reviewed;us;us
2009-10-16T10:01:08.140Z;-6.452;105.18;35;5.2;mb;42;63.3;;0.84;us;usp000h326;2014-11-07T01:39:56.479Z;72 km W of Labuan, Indonesia;earthquake;;;;2;reviewed;us;us
2009-10-01T02:20:30.950Z;-2.415;101.424;10;5.3;mb;117;32.6;;1.03;us;usp000h24d;2015-05-13T18:53:56.000Z;39 km S of Sungai Penuh, Indonesia;earthquake;;;;44;reviewed;us;us
2009-08-29T04:13:44.190Z;-0.939;97.974;35.8;5;mb;107;24.8;;0.85;us;usp000h0zv;2014-11-07T01:39:34.479Z;241 km W of Pariaman, Indonesia;earthquake;;6.8;;40;reviewed;us;us
2009-08-18T16:26:48.890Z;-0.965;97.964;19.8;5.1;mb;77;37.3;;1;us;usp000h0kx;2014-11-07T01:39:32.193Z;243 km W of Pariaman, Indonesia;earthquake;;17;;33;reviewed;us;us
2009-08-17T13:55:37.470Z;-1.436;99.45;10;5;mb;112;34.5;;0.87;us;usp000h0hm;2014-11-07T01:39:31.480Z;114 km WSW of Padang, Indonesia;earthquake;;;;28;reviewed;us;us
2009-08-17T00:07:14.710Z;-4.317;101.81;38.7;5.3;mb;24;137;;1.04;us;usp000h0gn;2014-11-07T01:39:31.335Z;76 km SW of Bengkulu, Indonesia;earthquake;;12.8;;4;reviewed;us;us
2009-08-16T18:50:11.060Z;-1.462;99.404;10;5.2;mb;103;34.4;;0.95;us;usp000h0g0;2014-11-07T01:39:31.200Z;119 km WSW of Padang, Indonesia;earthquake;;;;19;reviewed;us;us
2009-08-16T12:57:56.040Z;-1.565;99.427;10;5;mb;74;57.5;;1.05;us;usp000h0fp;2014-11-07T01:39:31.150Z;123 km WSW of Padang, Indonesia (1);earthquake;;;;22;reviewed;us;us
2009-08-16T10:45:26.290Z;-1.548;99.415;10;5.4;mb;208;34.5;;0.98;us;usp000h0fd;2014-11-07T01:39:31.067Z;123 km WSW of Padang, Indonesia (2);earthquake;;;;68;reviewed;us;us
2009-07-25T18:41:58.040Z;1.869;97.02;39.2;5.2;mb;146;28.3;;0.88;us;usp000gzmf;2014-11-07T01:39:21.594Z;97 km WSW of Singkil, Indonesia;earthquake;;7;;61;reviewed;us;us
2009-07-10T16:50:11.170Z;-0.322;98.248;46.5;5;mb;73;57.5;;1.14;us;usp000gz3s;2014-11-07T01:39:18.677Z;210 km W of Pariaman, Indonesia;earthquake;;10.9;;28;reviewed;us;us
2009-06-25T09:15:46.470Z;-1.201;98.792;44.1;5;mb;66;37.2;;0.77;us;usp000gyk7;2014-11-07T01:39:11.626Z;161 km WSW of Pariaman, Indonesia;earthquake;;8.8;;18;reviewed;us;us
2009-05-18T10:09:47.300Z;-4.26;101.241;35;5;mb;93;47.6;;0.93;us;usp000gx94;2014-11-07T01:38:58.457Z;124 km WSW of Bengkulu, Indonesia (1);earthquake;;;;23;reviewed;us;us
2009-04-16T20:51:46.350Z;-3.221;100.461;41.1;5;mb;87;35.1;;0.92;us;usp000gw82;2014-11-07T01:38:47.498Z;165 km SW of Sungai Penuh, Indonesia;earthquake;;11.5;;31;reviewed;us;us
2009-03-04T10:56:43.720Z;2.798;95.445;26.8;5.2;mb;93;54.8;;0.75;us;usp000gum3;2014-11-07T01:38:32.065Z;109 km WNW of Sinabang, Indonesia;earthquake;;;;32;reviewed;us;us
2009-02-27T05:25:48.490Z;1.518;97.089;35;5.1;mb;63;89.6;;0.95;us;usp000gueb;2014-11-07T01:38:27.570Z;115 km SW of Singkil, Indonesia (1);earthquake;;;;30;reviewed;us;us
2009-02-02T09:04:34.190Z;-4.546;102.759;50.7;5;mb;51;85.8;;0.66;us;usp000gtcy;2014-11-07T01:38:19.390Z;79 km SW of Pagar Alam, Indonesia;earthquake;;8;;20;reviewed;us;us
2009-01-28T00:03:28.980Z;-0.204;98.416;10;5;mb;47;60.6;;0.81;us;usp000gt68;2014-11-07T01:38:15.846Z;195 km WNW of Pariaman, Indonesia (1);earthquake;;;;6;reviewed;us;us
2009-01-12T22:14:10.240Z;2.817;95.782;58;5.1;mb;81;85.5;;0.91;us;usp000gshd;2014-11-07T01:38:11.641Z;76 km WNW of Sinabang, Indonesia;earthquake;;10;;25;reviewed;us;us
2009-01-11T19:50:46.370Z;-1.59;99.726;35;5;mb;20;114.3;;0.8;us;usp000gsge;2014-11-07T01:38:11.554Z;99 km SW of Padang, Indonesia;earthquake;;;;2;reviewed;us;us
2009-01-09T06:54:45.070Z;-2.235;99.762;16.3;5.1;mb;79;64.4;;0.75;us;usp000gsd4;2014-11-07T01:38:11.120Z;156 km SSW of Padang, Indonesia (1);earthquake;;13.7;;32;reviewed;us;us
2009-01-08T11:40:43.540Z;1.881;96.722;10;5;mb;57;91.2;;0.92;us;usp000gsc1;2014-11-07T01:38:10.924Z;76 km SSE of Sinabang, Indonesia;earthquake;;;;26;reviewed;us;us
2009-01-01T18:37:24.120Z;-4.326;101.236;26.5;5.3;mb;90;62.3;;1.03;us;usp000grzh;2014-11-07T01:38:07.553Z;128 km WSW of Bengkulu, Indonesia;earthquake;;;;30;reviewed;us;us
2008-12-30T20:32:38.020Z;-4.366;101.191;10;5.1;mb;71;103.9;;1.26;us;usp000grvw;2014-11-07T01:38:04.737Z;134 km WSW of Bengkulu, Indonesia;earthquake;;;;35;reviewed;us;us
2008-12-11T20:57:25.950Z;-6.02;105.317;40.9;5.1;mb;98;56;;1.33;us;usp000gqdv;2014-11-07T01:37:57.441Z;65 km S of Bandar Lampung, Indonesia (1);earthquake;;13.3;;26;reviewed;us;us
2008-12-11T20:55:04.160Z;-5.845;105.333;35;5.2;mb;139;51.5;;1.17;us;usp000gqdt;2014-11-07T01:37:57.428Z;46 km S of Bandar Lampung, Indonesia;earthquake;;;;43;reviewed;us;us
2008-11-22T22:05:59.410Z;-4.61;101.219;35;5.1;mb;62;96.5;;1.12;us;usp000gp80;2014-11-07T01:37:46.824Z;146 km SW of Bengkulu, Indonesia;earthquake;;;;16;reviewed;us;us
2008-11-22T16:11:49.240Z;-4.483;101.421;23.4;5.7;mb;166;32.1;;1.1;us;usp000gp78;2015-05-13T18:53:55.000Z;120 km SW of Bengkulu, Indonesia;earthquake;;17.2;;50;reviewed;us;us
2008-11-11T01:46:12.490Z;-4.151;102.186;65.9;5;mb;81;37.9;;0.87;us;usp000gne2;2014-11-07T01:37:43.281Z;39 km SSW of Bengkulu, Indonesia (2);earthquake;;;;34;reviewed;us;us
2008-10-26T10:27:37.490Z;-3.631;100.75;35.5;5.1;mb;81;57.4;;0.98;us;usp000gm2n;2014-11-07T01:37:32.644Z;169 km W of Bengkulu, Indonesia;earthquake;;9.4;;31;reviewed;us;us
2008-10-15T08:02:01.410Z;1.962;97.966;61.1;5;mb;69;108.8;;0.97;us;usp000gk9z;2014-11-07T01:37:29.335Z;41 km SSE of Singkil, Indonesia;earthquake;;13.2;;34;reviewed;us;us
2008-09-29T20:21:36.880Z;2.28;96.203;35;5;mb;43;180.1;;0.67;us;usp000ghz7;2014-11-07T01:37:16.591Z;29 km SW of Sinabang, Indonesia;earthquake;;;;21;reviewed;us;us
2008-09-10T00:18:53.380Z;2.452;96.292;39.7;5;mb;94;31.7;;0.91;us;usp000ggrd;2014-11-07T01:37:10.003Z;10 km WSW of Sinabang, Indonesia;earthquake;;8.8;;44;reviewed;us;us
2008-09-02T00:06:49.380Z;-4.477;101.464;24;5;mb;96;104.4;;0.87;us;usp000gg6f;2014-11-07T01:37:06.026Z;116 km SW of Bengkulu, Indonesia (1);earthquake;;15.3;;34;reviewed;us;us
2008-08-22T07:21:22.600Z;-5.627;103.043;18.3;5.2;mb;102;89.5;;0.89;us;usp000gf7s;2014-11-07T01:36:57.650Z;178 km S of Pagar Alam, Indonesia;earthquake;;14.4;;33;reviewed;us;us
2008-07-19T23:19:58.460Z;-0.444;96.953;35;5.2;mb;156;27.8;;0.77;us;usp000gcnj;2014-11-07T01:36:40.665Z;southwest of Sumatra, Indonesia (3);earthquake;;;;78;reviewed;us;us
2008-06-27T14:16:21.150Z;0.206;96.666;35;5.1;mb;93;53.2;;0.75;us;usp000gaqh;2014-11-07T01:36:26.883Z;253 km S of Sinabang, Indonesia;earthquake;;;;33;reviewed;us;us
2008-06-20T12:24:58.100Z;-2.035;98.704;24.8;5.2;mb;77;174.6;;1.01;us;usp000ga5n;2014-11-07T01:36:23.582Z;219 km WSW of Padang, Indonesia;earthquake;;;;42;reviewed;us;us
2008-06-20T10:01:38.620Z;-3.086;101.267;58.4;5;mb;114;43.5;;0.88;us;usp000ga5d;2014-11-07T01:36:23.543Z;114 km S of Sungai Penuh, Indonesia;earthquake;;6.5;;47;reviewed;us;us
2008-05-20T17:11:11.650Z;-3.204;101.408;45.2;5;mb;18;115.6;;0.78;us;usp000g7bc;2014-11-07T01:36:03.829Z;115 km NW of Bengkulu, Indonesia;earthquake;;;;3;reviewed;us;us
2008-05-01T17:44:54.680Z;-2.874;101.213;49.4;5;mb;77;104.7;;0.87;us;usp000g58x;2014-11-07T01:35:48.641Z;92 km SSW of Sungai Penuh, Indonesia;earthquake;;9.5;;29;reviewed;us;us
2008-04-04T05:43:19.170Z;2.633;96.117;25.9;5;mb;101;84.2;;0.71;us;usp000g338;2014-11-07T01:35:30.473Z;33 km WNW of Sinabang, Indonesia;earthquake;;;;64;reviewed;us;us
2008-04-04T00:27:38.430Z;2.901;95.432;36.5;5.2;mb;171;40.7;;0.68;us;usp000g32q;2014-11-07T01:35:29.909Z;115 km WNW of Sinabang, Indonesia;earthquake;;6;;69;reviewed;us;us
2008-03-31T13:30:56.860Z;-2.859;101.177;50.4;5.1;mb;115;61.1;;0.93;us;usp000g2tg;2014-11-07T01:35:22.214Z;91 km SSW of Sungai Penuh, Indonesia;earthquake;;;;48;reviewed;us;us
2008-03-13T20:53:26.300Z;-4.215;101.437;45;5;mb;69;175;;0.95;us;usp000g1dy;2014-11-07T01:35:15.094Z;102 km WSW of Bengkulu, Indonesia;earthquake;;12.2;;25;reviewed;us;us
2008-03-12T00:58:05.420Z;-3.654;100.859;29.8;5;mb;112;93.4;;1;us;usp000g199;2014-11-07T01:35:14.050Z;157 km W of Bengkulu, Indonesia;earthquake;;12.7;;42;reviewed;us;us
2008-03-10T05:22:45.860Z;2.383;95.595;35;5;mb;41;93.1;;0.8;us;usp000g14j;2014-11-07T01:35:13.582Z;87 km W of Sinabang, Indonesia;earthquake;;;;17;reviewed;us;us
2008-03-03T21:11:23.720Z;-4.455;101.462;33.4;5.4;mb;167;46.8;;0.83;us;usp000g0mu;2014-11-07T01:35:10.913Z;114 km SW of Bengkulu, Indonesia;earthquake;;12.4;;59;reviewed;us;us
2008-03-03T20:05:20.290Z;1.143;97.146;32.1;5;mb;61;90.2;;0.86;us;usp000g0mm;2014-11-07T01:35:10.864Z;145 km SSW of Singkil, Indonesia (2);earthquake;;18.7;;20;reviewed;us;us
2008-03-03T17:48:32.120Z;-4.467;101.452;27.5;5.6;mb;206;29;;0.9;us;usp000g0m6;2014-11-07T01:35:10.803Z;116 km SW of Bengkulu, Indonesia (3);earthquake;;;;54;reviewed;us;us
2008-03-01T21:13:36.240Z;-4.44;101.33;27;5.3;mb;115;48.9;;0.94;us;usp000g0eb;2014-11-07T01:35:09.281Z;125 km SW of Bengkulu, Indonesia;earthquake;;;;45;reviewed;us;us
2008-02-26T11:38:41.440Z;2.639;95.921;35;5.1;mb;51;73.5;;0.85;us;usp000g00h;2014-11-07T01:35:03.928Z;53 km WNW of Sinabang, Indonesia;earthquake;;;;30;reviewed;us;us
2008-02-25T14:14:27.140Z;-2.301;99.997;38.9;5;mb;55;132.6;;0.78;us;usp000fzxx;2014-11-07T01:35:03.541Z;154 km SSW of Padang, Indonesia;earthquake;;11.1;;20;reviewed;us;us
2008-02-25T13:33:51.030Z;-2.312;99.971;35.8;5.3;mb;115;47;;0.8;us;usp000fzxu;2014-11-07T01:35:03.529Z;156 km SSW of Padang, Indonesia (2);earthquake;;9.8;;46;reviewed;us;us
2008-02-25T10:38:46.560Z;-2.468;99.882;35;5.1;mb;88;57.7;;0.74;us;usp000fzxd;2015-03-24T02:26:14.252Z;173 km WSW of Sungai Penuh, Indonesia (3);earthquake;;;;36;reviewed;us;us
2008-02-25T09:53:39.820Z;2.639;96.065;35;5;mb;41;130.4;;0.74;us;usp000fzxc;2014-11-07T01:35:03.455Z;39 km WNW of Sinabang, Indonesia;earthquake;;;;18;reviewed;us;us
2008-02-24T14:57:30.640Z;-2.517;99.977;24.5;5.4;mb;114;84.6;;0.7;us;usp000fzv1;2015-05-13T18:53:53.000Z;165 km WSW of Sungai Penuh, Indonesia (1);earthquake;;14;;25;reviewed;us;us
2008-02-24T14:40:29.930Z;-2.469;99.963;22.9;5.3;mb;96;74.9;;0.72;us;usp000fzuz;2015-05-13T18:53:53.000Z;165 km WSW of Sungai Penuh, Indonesia (2);earthquake;;14.8;;36;reviewed;us;us
2008-02-21T03:47:43.610Z;2.484;96.081;35;5;mb;53;92.5;;0.87;us;usp000fzf1;2014-11-07T01:34:59.909Z;33 km W of Sinabang, Indonesia;earthquake;;;;23;reviewed;us;us
